Unnamed: 0,orig_id,img_id,is_defect,defect_type,Xie,GPT4,GPT4_basic,CogVLM,LLaVA,gpt4o
80,113153,01121214.png,1,RO,0.4714188,1.0,0.0,0.0,0.0,RO
81,31518,00307807.png,1,OB,0.90970486,0.0,1.0,,0.0,NoDefect
82,13140,00134089.png,0,NoDefect,0.7119428,1.0,0.0,0.0,1.0,NoDefect
83,128282,01279553.png,1,OB,0.45061383,0.0,0.0,0.0,0.0,NoDefect
84,20781,00213396.png,0,NoDefect,0.027276004,0.0,0.0,0.0,0.0,NoDefect
85,23865,00242368.png,1,RB,0.83667517,0.0,1.0,1.0,0.0,OB
86,82266,00814913.png,0,NoDefect,0.062328957,1.0,1.0,0.0,0.0,RO
87,117291,01157853.png,1,RB,0.89029586,1.0,1.0,1.0,0.0,RO
88,77578,00758263.png,1,DE,0.9236541,0.0,0.0,0.0,0.0,NoDefect
89,112621,01116344.png,1,OB,0.9972167,0.0,1.0,1.0,0.0,NoDefect
90,99574,00990063.png,1,PF,0.05875771,0.0,0.0,0.0,0.0,NoDefect
91,43132,00426911.png,0,NoDefect,0.50769955,1.0,1.0,0.0,0.0,NoDefect
92,17177,00177468.png,1,DE,0.012273975,0.0,0.0,0.0,0.0,NoDefect
93,91604,00904376.png,1,RO,0.93048096,1.0,1.0,,1.0,RO
94,57134,00561167.png,0,NoDefect,0.5061071,0.0,0.0,0.0,0.0,NoDefect
95,8365,00088775.png,0,NoDefect,0.002369519,0.0,0.0,0.0,0.0,OB
96,42191,00415061.png,1,RO,0.878135,1.0,1.0,,0.0,RO
97,16902,00175871.png,0,NoDefect,0.022692008,0.0,0.0,1.0,1.0,NoDefect
98,29622,00292339.png,1,PF,0.9500623,0.0,0.0,1.0,0.0,NoDefect
99,59526,00583802.png,1,RO,0.93243885,1.0,0.0,1.0,0.0,RO
100,52112,00511913.png,0,NoDefect,0.005885581,0.0,0.0,0.0,0.0,NoDefect
101,22903,00234428.png,1,RB,0.9567892,1.0,1.0,1.0,1.0,NoDefect
102,100976,01003241.png,1,RO,0.35225022,1.0,1.0,1.0,1.0,RO
103,48673,00478094.png,0,NoDefect,0.00012618607,1.0,0.0,0.0,1.0,NoDefect
104,120410,01195696.png,0,NoDefect,0.0015068839,0.0,0.0,0.0,0.0,NoDefect
105,121008,01203448.png,0,NoDefect,0.0016705419,0.0,1.0,1.0,0.0,NoDefect
106,83615,00828234.png,1,DE,0.95672405,0.0,0.0,1.0,0.0,NoDefect
107,109576,01084051.png,0,NoDefect,0.027086543,0.0,,0.0,0.0,NoDefect
108,104299,01032510.png,0,NoDefect,0.050733652,0.0,0.0,0.0,1.0,NoDefect
109,75710,00739180.png,0,NoDefect,4.963331e-06,0.0,1.0,0.0,0.0,NoDefect
110,27858,00276076.png,0,NoDefect,0.00020656855,0.0,0.0,0.0,0.0,NoDefect
111,16623,00173582.png,0,NoDefect,0.04416338,0.0,1.0,0.0,0.0,NoDefect
112,71152,00690716.png,0,NoDefect,0.22958113,0.0,0.0,0.0,0.0,NoDefect
113,113538,01124051.png,0,NoDefect,0.01679581,1.0,1.0,0.0,1.0,RB
114,41760,00412106.png,0,NoDefect,0.0006978811,0.0,0.0,0.0,0.0,NoDefect
115,32004,00312938.png,1,OB,0.9370622,0.0,0.0,0.0,0.0,NoDefect
116,46271,00456442.png,0,NoDefect,0.1163508,0.0,0.0,0.0,0.0,NoDefect
117,116755,01153619.png,0,NoDefect,0.006140746,,0.0,0.0,0.0,NoDefect
118,85517,00847063.png,0,NoDefect,0.0002534196,0.0,0.0,1.0,0.0,NoDefect
119,41218,00406425.png,1,RB,0.6143354,1.0,1.0,1.0,1.0,RB
120,12611,00128889.png,1,RO,0.95609367,1.0,1.0,1.0,1.0,RO
121,22636,00231010.png,0,NoDefect,0.7141193,0.0,0.0,0.0,0.0,NoDefect
122,77715,00759937.png,1,DE,0.995047,0.0,0.0,0.0,0.0,NoDefect
123,120081,01192271.png,0,NoDefect,0.029233068,1.0,1.0,,0.0,RO
124,37535,00368814.png,0,NoDefect,0.00047256608,0.0,0.0,0.0,0.0,NoDefect
125,108480,01075787.png,1,RO,0.9825037,1.0,1.0,0.0,1.0,RO
126,60707,00595037.png,1,OB,0.989075,1.0,1.0,1.0,0.0,NoDefect
127,53370,00521590.png,1,PF,0.04411913,1.0,0.0,0.0,0.0,NoDefect
128,56621,00555059.png,0,NoDefect,0.0060925013,0.0,1.0,0.0,0.0,OB
129,33041,00324277.png,0,NoDefect,0.00045914808,1.0,1.0,1.0,0.0,NoDefect
130,110557,01095696.png,1,RO,0.98810637,0.0,0.0,0.0,0.0,NoDefect
131,65793,00641759.png,1,OB,0.08953737,0.0,0.0,0.0,0.0,NoDefect
132,107096,01062947.png,1,RB,0.96995664,1.0,0.0,1.0,0.0,RB
133,11269,00117348.png,1,OB,0.55008054,1.0,1.0,0.0,0.0,OB
134,25282,00251253.png,0,NoDefect,0.024561688,0.0,0.0,0.0,0.0,NoDefect
135,90831,00899810.png,0,NoDefect,0.35557985,1.0,0.0,1.0,1.0,NoDefect
136,68383,00663241.png,1,DE,0.808035,1.0,0.0,0.0,0.0,NoDefect
137,86786,00856645.png,1,PF,0.5279185,1.0,1.0,1.0,0.0,OB
138,32788,00322633.png,0,NoDefect,0.00027846813,1.0,0.0,0.0,0.0,NoDefect
139,29625,00292342.png,1,DE,0.97753006,0.0,0.0,0.0,0.0,NoDefect
140,24397,00246069.png,0,NoDefect,0.0080835195,0.0,0.0,0.0,1.0,NoDefect
141,65991,00643468.png,1,OB,0.92672706,1.0,1.0,0.0,0.0,NoDefect
142,36153,00356629.png,1,RB,0.69605875,1.0,1.0,0.0,0.0,NoDefect
143,78680,00773678.png,1,PF,0.07164429,1.0,1.0,1.0,0.0,RB
144,72371,00701822.png,1,DE,0.96449697,1.0,0.0,0.0,0.0,NoDefect
145,34814,00342979.png,0,NoDefect,0.019280322,0.0,0.0,0.0,0.0,NoDefect
146,75403,00736295.png,1,OB,0.52035934,0.0,0.0,0.0,0.0,NoDefect
147,56811,00557617.png,1,DE,0.78693724,1.0,0.0,0.0,0.0,NoDefect
148,74039,00722113.png,1,DE,0.8372346,0.0,0.0,0.0,0.0,NoDefect
149,63420,00616737.png,1,RO,0.96533495,0.0,0.0,1.0,0.0,RO
150,82384,00817381.png,1,OB,0.9207518,1.0,1.0,0.0,0.0,NoDefect
151,57450,00563451.png,0,NoDefect,0.004852883,0.0,1.0,0.0,0.0,NoDefect
152,11724,00122097.png,1,OB,0.94847995,0.0,0.0,0.0,0.0,NoDefect
153,99476,00989281.png,1,PF,0.9550149,1.0,1.0,0.0,1.0,RB
154,108752,01077629.png,0,NoDefect,0.53468966,0.0,0.0,0.0,1.0,NoDefect
155,56618,00555056.png,1,PF,0.30818677,1.0,0.0,0.0,0.0,NoDefect
156,4453,00046169.png,0,NoDefect,0.016373148,0.0,0.0,0.0,0.0,NoDefect
157,126846,01266260.png,1,OB,0.9894939,0.0,1.0,0.0,0.0,NoDefect
158,58720,00575420.png,0,NoDefect,0.012378519,0.0,1.0,,1.0,NoDefect
159,91368,00903107.png,0,NoDefect,0.013199169,1.0,1.0,0.0,0.0,NoDefect
160,31689,00309864.png,0,NoDefect,0.005925949,0.0,0.0,0.0,0.0,NoDefect
161,112008,01108894.png,0,NoDefect,0.0003679153,1.0,1.0,1.0,0.0,RB
162,33710,00334169.png,0,NoDefect,0.03771543,0.0,0.0,0.0,0.0,NoDefect
163,21458,00220697.png,0,NoDefect,0.003255023,0.0,0.0,0.0,1.0,OB
164,120575,01196894.png,0,NoDefect,0.023138888,0.0,,0.0,0.0,NoDefect
165,126107,01259730.png,0,NoDefect,0.0016894088,0.0,1.0,0.0,0.0,NoDefect
166,11192,00116458.png,1,PF,0.62699306,0.0,1.0,0.0,0.0,NoDefect
167,106004,01051480.png,1,RB,0.9420144,1.0,1.0,1.0,1.0,RB
168,110970,01098148.png,1,DE,0.036902733,0.0,0.0,,0.0,NoDefect
169,66882,00650644.png,0,NoDefect,0.0009835267,0.0,0.0,0.0,0.0,NoDefect
170,7426,00076692.png,0,NoDefect,0.008480053,0.0,0.0,0.0,0.0,NoDefect
171,66879,00650641.png,0,NoDefect,0.00022945594,0.0,0.0,1.0,0.0,NoDefect
172,101600,01011133.png,0,NoDefect,0.0061176736,0.0,0.0,0.0,0.0,NoDefect
173,123205,01225283.png,1,PF,0.5178985,1.0,1.0,1.0,0.0,DE
174,78679,00773677.png,1,PF,0.099788405,1.0,0.0,0.0,0.0,DE
175,18478,00189308.png,1,RB,0.526052,1.0,1.0,1.0,0.0,RB
176,25300,00251271.png,0,NoDefect,0.11169944,1.0,0.0,1.0,0.0,NoDefect
177,59512,00583788.png,1,RO,0.87151736,1.0,1.0,1.0,0.0,RO
178,100437,00998155.png,0,NoDefect,7.6082375e-05,0.0,1.0,,1.0,NoDefect
179,6870,00071719.png,1,RB,0.288234,1.0,1.0,1.0,0.0,RB
180,91596,00904368.png,1,RO,0.78429234,1.0,1.0,1.0,1.0,RO
181,80596,00795294.png,0,NoDefect,0.003444084,0.0,0.0,0.0,0.0,NoDefect
182,21612,00221213.png,0,NoDefect,0.0063267727,0.0,0.0,0.0,0.0,NoDefect
183,30354,00298504.png,0,NoDefect,7.3935444e-05,1.0,0.0,,0.0,NoDefect
184,109681,01085889.png,1,OB,0.9721433,0.0,0.0,0.0,0.0,NoDefect
185,98206,00975300.png,0,NoDefect,0.033369023,0.0,0.0,0.0,0.0,NoDefect
186,116154,01145726.png,1,DE,0.23822802,0.0,1.0,0.0,1.0,NoDefect
187,25805,00255694.png,0,NoDefect,0.26931807,0.0,1.0,0.0,0.0,NoDefect
188,63201,00615828.png,1,RO,0.3090455,1.0,0.0,0.0,0.0,RO
189,117878,01164967.png,1,RO,0.6502951,0.0,0.0,0.0,0.0,RB
190,94285,00932585.png,0,NoDefect,0.40882617,1.0,1.0,1.0,1.0,NoDefect
191,20603,00210684.png,0,NoDefect,0.5195317,0.0,0.0,,1.0,NoDefect
192,59253,00582609.png,0,NoDefect,0.036381103,0.0,0.0,0.0,0.0,NoDefect
193,22194,00225888.png,1,RB,0.9229533,1.0,1.0,1.0,1.0,RB
194,118335,01174815.png,1,PF,0.9321142,1.0,1.0,0.0,0.0,RB
195,108523,01076125.png,1,RO,0.99234515,1.0,1.0,0.0,1.0,RO
196,18580,00190227.png,1,RB,0.7676206,1.0,1.0,1.0,1.0,RB
197,100823,01001126.png,1,RB,0.989933,1.0,0.0,0.0,0.0,RB
198,84171,00835200.png,1,DE,0.94192535,1.0,1.0,0.0,1.0,NoDefect
199,51520,00507208.png,1,PF,0.06107173,0.0,0.0,0.0,0.0,NoDefect
